,년/월/일,종가
97,20140806,"2,060.73"
98,20140805,"2,066.26"
99,20140804,"2,080.42"
100,20140801,"2,073.10"
101,20140731,"2,076.12"
102,20140730,"2,082.61"
103,20140729,"2,061.97"
104,20140728,"2,048.81"
105,20140725,"2,033.85"
106,20140724,"2,026.62"
107,20140723,"2,028.32"
108,20140722,"2,028.93"
109,20140721,"2,018.50"
110,20140718,"2,019.42"
111,20140717,"2,020.90"
112,20140716,"2,013.48"
113,20140715,"2,012.72"
114,20140714,"1,993.88"
115,20140711,"1,988.74"
116,20140710,"2,002.84"
117,20140709,"2,000.50"
118,20140708,"2,006.66"
119,20140707,"2,005.12"
120,20140704,"2,009.66"
121,20140703,"2,010.97"
122,20140702,"2,015.28"
123,20140701,"1,999.00"
124,20140630,"2,002.21"
125,20140627,"1,988.51"
126,20140626,"1,995.05"
127,20140625,"1,981.77"
128,20140624,"1,994.35"
129,20140623,"1,974.92"
130,20140620,"1,968.07"
131,20140619,"1,992.03"
132,20140618,"1,989.49"
133,20140617,"2,001.55"
134,20140616,"1,993.59"
135,20140613,"1,990.85"
136,20140612,"2,011.65"
137,20140611,"2,014.67"
138,20140610,"2,011.80"
139,20140609,"1,990.04"
140,20140605,"1,995.48"
141,20140603,"2,008.56"
142,20140602,"2,002.00"
143,20140530,"1,994.96"
144,20140529,"2,012.26"
145,20140528,"2,017.06"
146,20140527,"1,997.63"
147,20140526,"2,010.35"
148,20140523,"2,017.17"
149,20140522,"2,015.59"
150,20140521,"2,008.33"
151,20140520,"2,011.26"
152,20140519,"2,015.14"
153,20140516,"2,013.44"
154,20140515,"2,010.20"
155,20140514,"2,010.83"
156,20140513,"1,982.93"
157,20140512,"1,964.94"
158,20140509,"1,956.55"
159,20140508,"1,950.60"
160,20140507,"1,939.88"
161,20140502,"1,959.44"
162,20140430,"1,961.79"
163,20140429,"1,964.77"
164,20140428,"1,969.26"
165,20140425,"1,971.66"
166,20140424,"1,998.34"
167,20140423,"2,000.37"
168,20140422,"2,004.22"
169,20140421,"1,999.22"
170,20140418,"2,004.28"
171,20140417,"1,992.05"
172,20140416,"1,992.21"
173,20140415,"1,992.27"
174,20140414,"1,997.02"
175,20140411,"1,997.44"
176,20140410,"2,008.61"
177,20140409,"1,998.95"
178,20140408,"1,993.03"
179,20140407,"1,989.70"
180,20140404,"1,988.09"
181,20140403,"1,993.70"
182,20140402,"1,997.25"
183,20140401,"1,991.98"
184,20140331,"1,985.61"
185,20140328,"1,981.00"
186,20140327,"1,977.97"
187,20140326,"1,964.31"
188,20140325,"1,941.25"
189,20140324,"1,945.55"
190,20140321,"1,934.94"
191,20140320,"1,919.52"
192,20140319,"1,937.68"
193,20140318,"1,940.21"
194,20140317,"1,927.53"
195,20140314,"1,919.90"
196,20140313,"1,934.38"
197,20140312,"1,932.54"
198,20140311,"1,963.87"
199,20140310,"1,954.42"
200,20140307,"1,974.68"
201,20140306,"1,975.62"
202,20140305,"1,971.24"
203,20140304,"1,954.11"
204,20140303,"1,964.69"
205,20140228,"1,979.99"
206,20140227,"1,978.43"
207,20140226,"1,970.77"
208,20140225,"1,964.86"
209,20140224,"1,949.05"
210,20140221,"1,957.83"
211,20140220,"1,930.57"
212,20140219,"1,942.93"
213,20140218,"1,946.91"
214,20140217,"1,946.36"
215,20140214,"1,940.28"
216,20140213,"1,926.96"
217,20140212,"1,935.84"
218,20140211,"1,932.06"
219,20140210,"1,923.30"
220,20140207,"1,922.50"
221,20140206,"1,907.89"
222,20140205,"1,891.32"
223,20140204,"1,886.85"
224,20140203,"1,919.96"
225,20140129,"1,941.15"
226,20140128,"1,916.93"
227,20140127,"1,910.34"
228,20140124,"1,940.56"
229,20140123,"1,947.59"
230,20140122,"1,970.42"
231,20140121,"1,963.89"
232,20140120,"1,953.78"
233,20140117,"1,944.48"
234,20140116,"1,957.32"
235,20140115,"1,953.28"
236,20140114,"1,946.07"
237,20140113,"1,948.92"
238,20140110,"1,938.54"
239,20140109,"1,946.11"
240,20140108,"1,958.96"
241,20140107,"1,959.44"
242,20140106,"1,953.28"
243,20140103,"1,946.14"
244,20140102,"1,967.19"
