stockCode,stockName,marketKind,sectionKind,listedDate
A005090,"삼광글라스                                                                                          ","거래소         ","주권                                                        ",19930106
A005110,"한창                                                                                                ","거래소         ","주권                                                        ",19760601
A005160,"동국산업                                                                                            ","코스닥         ","주권                                                        ",19990625
A005180,"빙그레                                                                                              ","거래소         ","주권                                                        ",19780831
A005190,"동성화학                                                                                            ","거래소         ","주권                                                        ",19880701
A005250,"녹십자홀딩스                                                                                        ","거래소         ","주권                                                        ",19780828
A005257,"녹십자홀딩스2우                                                                                     ","거래소         ","주권                                                        ",19970319
A005290,"동진쎄미켐                                                                                          ","코스닥         ","주권                                                        ",19991221
A005300,"롯데칠성                                                                                            ","거래소         ","주권                                                        ",19730621
A005305,"롯데칠성우                                                                                          ","거래소         ","주권                                                        ",19890921
A005320,"국동                                                                                                ","거래소         ","주권                                                        ",19961224
A005360,"모나미                                                                                              ","거래소         ","주권                                                        ",19740626
A005380,"현대차                                                                                              ","거래소         ","주권                                                        ",19740628
A005385,"현대차우                                                                                            ","거래소         ","주권                                                        ",19890911
A005387,"현대차2우B                                                                                          ","거래소         ","주권                                                        ",19981202
A005389,"현대차3우B                                                                                          ","거래소         ","주권                                                        ",19990415
A005390,"신성통상                                                                                            ","거래소         ","주권                                                        ",19751222
A005420,"코스모화학                                                                                          ","거래소         ","주권                                                        ",19870723
A005430,"한국공항                                                                                            ","거래소         ","주권                                                        ",19761228
A005440,"현대그린푸드                                                                                        ","거래소         ","주권                                                        ",19890822
A005450,"신한                                                                                                ","거래소         ","주권                                                        ",19780728
A005490,"POSCO                                                                                               ","거래소         ","주권                                                        ",19880610
A005500,"삼진제약                                                                                            ","거래소         ","주권                                                        ",19880618
A005610,"SPC삼립                                                                                             ","거래소         ","주권                                                        ",19750502
A005670,"푸드웰                                                                                              ","코스닥         ","주권                                                        ",19931207
A005680,"삼영전자                                                                                            ","거래소         ","주권                                                        ",19761228
A005690,"파미셀                                                                                              ","거래소         ","주권                                                        ",19880520
A005710,"대원산업                                                                                            ","코스닥         ","주권                                                        ",19930621
A005720,"넥센                                                                                                ","거래소         ","주권                                                        ",19871219
A005725,"넥센우                                                                                              ","거래소         ","주권                                                        ",19890923
A005740,"크라운해태홀딩스                                                                                    ","거래소         ","주권                                                        ",19760630
A005745,"크라운해태홀딩스우                                                                                  ","거래소         ","주권                                                        ",19941122
A005750,"대림B&Co                                                                                            ","거래소         ","주권                                                        ",19921223
A005800,"신영와코루                                                                                          ","거래소         ","주권                                                        ",19761228
A005810,"풍산홀딩스                                                                                          ","거래소         ","주권                                                        ",19880728
A005820,"원림                                                                                                ","거래소         ","주권                                                        ",19900420
A005830,"DB손해보험                                                                                          ","거래소         ","주권                                                        ",19730628
A005850,"에스엘                                                                                              ","거래소         ","주권                                                        ",19881108
A005860,"한일사료                                                                                            ","코스닥         ","주권                                                        ",19941107
A005870,"휴니드                                                                                              ","거래소         ","주권                                                        ",19910903
A005880,"대한해운                                                                                            ","거래소         ","주권                                                        ",19920423
A005930,"삼성전자                                                                                            ","거래소         ","주권                                                        ",19750611
A005935,"삼성전자우                                                                                          ","거래소         ","주권                                                        ",19890925
A005940,"NH투자증권                                                                                          ","거래소         ","주권                                                        ",19750930
A005945,"NH투자증권우                                                                                        ","거래소         ","주권                                                        ",19880913
A005950,"이수화학                                                                                            ","거래소         ","주권                                                        ",19880428
A005960,"동부건설                                                                                            ","거래소         ","주권                                                        ",19781030
A005965,"동부건설우                                                                                          ","거래소         ","주권                                                        ",19900621
A005990,"매일홀딩스                                                                                          ","코스닥         ","주권                                                        ",19990514
A006040,"동원산업                                                                                            ","거래소         ","주권                                                        ",19890307
A006050,"국영지앤엠                                                                                          ","코스닥         ","주권                                                        ",19941007
A006060,"화승인더                                                                                            ","거래소         ","주권                                                        ",19910204
A006090,"사조오양                                                                                            ","거래소         ","주권                                                        ",19861224
A006110,"삼아알미늄                                                                                          ","거래소         ","주권                                                        ",19801205
A006120,"SK디스커버리                                                                                        ","거래소         ","주권                                                        ",19760629
A006125,"SK디스커버리우                                                                                      ","거래소         ","주권                                                        ",19891124
A006140,"피제이전자                                                                                          ","코스닥         ","주권                                                        ",19931207
A006200,"한국전자홀딩스                                                                                      ","거래소         ","주권                                                        ",19791130
A006220,"제주은행                                                                                            ","거래소         ","주권                                                        ",19721228
A006260,"LS                                                                                                  ","거래소         ","주권                                                        ",19770630
A006280,"녹십자                                                                                              ","거래소         ","주권                                                        ",19890801
A006340,"대원전선                                                                                            ","거래소         ","주권                                                        ",19880504
A006345,"대원전선우                                                                                          ","거래소         ","주권                                                        ",19890621
A006360,"GS건설                                                                                              ","거래소         ","주권                                                        ",19810803
A006370,"대구백화점                                                                                          ","거래소         ","주권                                                        ",19881010
A006380,"카프로                                                                                              ","거래소         ","주권                                                        ",19740528
A006390,"한일현대시멘트                                                                                      ","거래소         ","주권                                                        ",19751226
A006400,"삼성SDI                                                                                             ","거래소         ","주권                                                        ",19790227
A006405,"삼성SDI우                                                                                           ","거래소         ","주권                                                        ",19891124
A006490,"인스코비                                                                                            ","거래소         ","주권                                                        ",19850117
A006570,"대림통상                                                                                            ","거래소         ","주권                                                        ",19751120
A006580,"대양제지                                                                                            ","코스닥         ","주권                                                        ",19931229
A006620,"동구바이오제약                                                                                      ","코스닥         ","주권                                                        ",20180213
A006650,"대한유화                                                                                            ","거래소         ","주권                                                        ",19990811
A006660,"삼성공조                                                                                            ","거래소         ","주권                                                        ",19871128
A006730,"서부T&D                                                                                             ","코스닥         ","주권                                                        ",19951006
A006740,"영풍제지                                                                                            ","거래소         ","주권                                                        ",19960703
A006800,"미래에셋대우                                                                                        ","거래소         ","주권                                                        ",19750930
A006805,"미래에셋대우우                                                                                      ","거래소         ","주권                                                        ",19890408
A00680K,"미래에셋대우2우B                                                                                    ","거래소         ","주권                                                        ",20180314
A006840,"AK홀딩스                                                                                            ","거래소         ","주권                                                        ",19990811
A006880,"신송홀딩스                                                                                          ","거래소         ","주권                                                        ",20131121
A006890,"태경화학                                                                                            ","거래소         ","주권                                                        ",20030128
A006910,"보성파워텍                                                                                          ","코스닥         ","주권                                                        ",19940907
A006920,"모헨즈                                                                                              ","코스닥         ","주권                                                        ",19890105
A006980,"우성사료                                                                                            ","거래소         ","주권                                                        ",19881010
A007070,"GS리테일                                                                                            ","거래소         ","주권                                                        ",20111223
A007110,"일신석재                                                                                            ","거래소         ","주권                                                        ",19860304
A007120,"미래아이앤지                                                                                        ","거래소         ","주권                                                        ",19991126
A007160,"사조산업                                                                                            ","거래소         ","주권                                                        ",19890725
A007210,"벽산                                                                                                ","거래소         ","주권                                                        ",19720104
A007280,"한국특수형강                                                                                        ","거래소         ","주권                                                        ",19891113
A007310,"오뚜기                                                                                              ","거래소         ","주권                                                        ",19940812
A007330,"푸른저축은행                                                                                        ","코스닥         ","주권                                                        ",19931207
A007340,"디티알오토모티브                                                                                    ","거래소         ","주권                                                        ",19880924
A007370,"진양제약                                                                                            ","코스닥         ","주권                                                        ",20000727
A007390,"네이처셀                                                                                            ","코스닥         ","주권                                                        ",19921130
A007460,"에이프로젠 KIC                                                                                      ","거래소         ","주권                                                        ",19950708
A007530,"영신금속                                                                                            ","코스닥         ","주권                                                        ",19940805
A007540,"샘표                                                                                                ","거래소         ","주권                                                        ",19760629
A007570,"일양약품                                                                                            ","거래소         ","주권                                                        ",19740828
A007575,"일양약품우                                                                                          ","거래소         ","주권                                                        ",19891221
A007590,"동방아그로                                                                                          ","거래소         ","주권                                                        ",19770629
A007610,"선도전기                                                                                            ","거래소         ","주권                                                        ",19891130
A007630,"폴루스바이오팜                                                                                      ","거래소         ","주권                                                        ",19881024
A007660,"이수페타시스                                                                                        ","거래소         ","주권                                                        ",20031007
A007680,"대원                                                                                                ","코스닥         ","주권                                                        ",20171201
A007690,"국도화학                                                                                            ","거래소         ","주권                                                        ",19890805
A007700,"F&F                                                                                                 ","거래소         ","주권                                                        ",19841004
A007720,"대명코퍼레이션                                                                                      ","코스닥         ","주권                                                        ",19940106
A007770,"한일화학                                                                                            ","코스닥         ","주권                                                        ",19920907
A007810,"코리아써키트                                                                                        ","거래소         ","주권                                                        ",19850909
A007815,"코리아써우                                                                                          ","거래소         ","주권                                                        ",19890704
A00781K,"코리아써키트2우B                                                                                    ","거래소         ","주권                                                        ",20130617
A007820,"에스엠코어                                                                                          ","코스닥         ","주권                                                        ",20111108
A007860,"서연                                                                                                ","거래소         ","주권                                                        ",19890909
A007980,"태평양물산                                                                                          ","거래소         ","주권                                                        ",19941227
A008040,"사조동아원                                                                                          ","거래소         ","주권                                                        ",19890624
A008060,"대덕전자                                                                                            ","거래소         ","주권                                                        ",19890126
A008110,"대동전자                                                                                            ","거래소         ","주권                                                        ",19900605
A008250,"이건산업                                                                                            ","거래소         ","주권                                                        ",19881021
A008260,"NI스틸                                                                                              ","거래소         ","주권                                                        ",19750628
A008290,"원풍물산                                                                                            ","코스닥         ","주권                                                        ",19970718
A008350,"남선알미늄                                                                                          ","거래소         ","주권                                                        ",19780522
A008355,"남선알미우                                                                                          ","거래소         ","주권                                                        ",19891223
A008370,"원풍                                                                                                ","코스닥         ","주권                                                        ",19921218
A008420,"문배철강                                                                                            ","거래소         ","주권                                                        ",19941105
A008470,"부스타                                                                                              ","코스닥         ","주권                                                        ",20110223
A008490,"서흥                                                                                                ","거래소         ","주권                                                        ",19900327
A008500,"일정실업                                                                                            ","거래소         ","주권                                                        ",19940812
A008560,"메리츠종금증권                                                                                      ","거래소         ","주권                                                        ",19920115
A008600,"윌비스                                                                                              ","거래소         ","주권                                                        ",19890728
A008700,"아남전자                                                                                            ","거래소         ","주권                                                        ",19840811
A008730,"율촌화학                                                                                            ","거래소         ","주권                                                        ",19880830
A008770,"호텔신라                                                                                            ","거래소         ","주권                                                        ",19910312
A008775,"호텔신라우                                                                                          ","거래소         ","주권                                                        ",19910809
A008800,"행남사                                                                                              ","코스닥         ","주권                                                        ",19930903
A008830,"대동기어                                                                                            ","코스닥         ","주권                                                        ",19910517
A008870,"금비                                                                                                ","거래소         ","주권                                                        ",19900608
A008930,"한미사이언스                                                                                        ","거래소         ","주권                                                        ",19880620
A008970,"동양철관                                                                                            ","거래소         ","주권                                                        ",19770305
A009070,"KCTC                                                                                                ","거래소         ","주권                                                        ",19780929
A009140,"경인전자                                                                                            ","거래소         ","주권                                                        ",19890620
A009150,"삼성전기                                                                                            ","거래소         ","주권                                                        ",19790227
A009155,"삼성전기우                                                                                          ","거래소         ","주권                                                        ",19891010
A009160,"SIMPAC                                                                                              ","거래소         ","주권                                                        ",19890729
A009180,"한솔로지스틱스                                                                                      ","거래소         ","주권                                                        ",19891113
A009190,"대양금속                                                                                            ","거래소         ","주권                                                        ",19940429
A009200,"무림페이퍼                                                                                          ","거래소         ","주권                                                        ",19900609
A009240,"한샘                                                                                                ","거래소         ","주권                                                        ",20020716
A009270,"신원                                                                                                ","거래소         ","주권                                                        ",19880824
A009275,"신원우                                                                                              ","거래소         ","주권                                                        ",19890307
A009290,"광동제약                                                                                            ","거래소         ","주권                                                        ",19891117
A009300,"삼아제약                                                                                            ","코스닥         ","주권                                                        ",20000719
A009310,"참엔지니어링                                                                                        ","거래소         ","주권                                                        ",19871112
A009320,"대우부품                                                                                            ","거래소         ","주권                                                        ",19890825
A009410,"태영건설                                                                                            ","거래소         ","주권                                                        ",19891113
A009415,"태영건설우                                                                                          ","거래소         ","주권                                                        ",19941122
A009420,"한올바이오파마                                                                                      ","거래소         ","주권                                                        ",19891218
A009440,"KC그린홀딩스                                                                                        ","거래소         ","주권                                                        ",19941105
A009450,"경동나비엔                                                                                          ","거래소         ","주권                                                        ",19930831
A009460,"한창제지                                                                                            ","거래소         ","주권                                                        ",19871223
A009470,"삼화전기                                                                                            ","거래소         ","주권                                                        ",19861124
A009520,"포스코엠텍                                                                                          ","코스닥         ","주권                                                        ",19971110
A009540,"현대중공업                                                                                          ","거래소         ","주권                                                        ",19990824
A009580,"무림P&P                                                                                             ","거래소         ","주권                                                        ",19890620
A009620,"삼보산업                                                                                            ","코스닥         ","주권                                                        ",19931207
A009680,"모토닉                                                                                              ","거래소         ","주권                                                        ",19940114
A009730,"코센                                                                                                ","코스닥         ","주권                                                        ",19900727
A009770,"삼정펄프                                                                                            ","거래소         ","주권                                                        ",20061017
A009780,"엠에스씨                                                                                            ","코스닥         ","주권                                                        ",19931012
A009810,"엔케이물산                                                                                          ","거래소         ","주권                                                        ",19880831
A009830,"한화케미칼                                                                                          ","거래소         ","주권                                                        ",19740619
A009835,"한화케미칼우                                                                                        ","거래소         ","주권                                                        ",19891121
A009970,"영원무역홀딩스                                                                                      ","거래소         ","주권                                                        ",19881107
A010040,"한국내화                                                                                            ","거래소         ","주권                                                        ",20001016
A010050,"우리종금                                                                                            ","거래소         ","주권                                                        ",19740911
A010060,"OCI                                                                                                 ","거래소         ","주권                                                        ",19850709
A010100,"한국프랜지                                                                                          ","거래소         ","주권                                                        ",19871002
A010120,"LS산전                                                                                              ","거래소         ","주권                                                        ",19940711
A010130,"고려아연                                                                                            ","거래소         ","주권                                                        ",19900728
A010140,"삼성중공업                                                                                          ","거래소         ","주권                                                        ",19940128
A010145,"삼성중공우                                                                                          ","거래소         ","주권                                                        ",19941122
A010170,"대한광통신                                                                                          ","코스닥         ","주권                                                        ",19941107
A010240,"흥국                                                                                                ","코스닥         ","주권                                                        ",20090512
A010280,"쌍용정보통신                                                                                        ","코스닥         ","주권                                                        ",20000414
A010400,"우진아이엔에스                                                                                      ","거래소         ","주권                                                        ",20180914
A010420,"한솔PNS                                                                                             ","거래소         ","주권                                                        ",19890531
A010470,"오리콤                                                                                              ","코스닥         ","주권                                                        ",20001024
A010580,"지코                                                                                                ","거래소         ","주권                                                        ",19941227
A010600,"웰바이오텍                                                                                          ","거래소         ","주권                                                        ",19970718
A010620,"현대미포조선                                                                                        ","거래소         ","주권                                                        ",19831220
A010640,"진양폴리                                                                                            ","거래소         ","주권                                                        ",19890930
A010660,"화천기계                                                                                            ","거래소         ","주권                                                        ",19881212
A010690,"화신                                                                                                ","거래소         ","주권                                                        ",19940114
A010770,"평화홀딩스                                                                                          ","거래소         ","주권                                                        ",19860331
A010780,"아이에스동서                                                                                        ","거래소         ","주권                                                        ",19860127
A010820,"퍼스텍                                                                                              ","거래소         ","주권                                                        ",19890510
A010950,"S-Oil                                                                                               ","거래소         ","주권                                                        ",19870527
A010955,"S-Oil우                                                                                             ","거래소         ","주권                                                        ",19920528
A010960,"삼호개발                                                                                            ","거래소         ","주권                                                        ",20050512
A011000,"진원생명과학                                                                                        ","거래소         ","주권                                                        ",19871116
A011040,"경동제약                                                                                            ","코스닥         ","주권                                                        ",19921218
A011070,"LG이노텍                                                                                            ","거래소         ","주권                                                        ",20080724
A011080,"형지I&C                                                                                             ","코스닥         ","주권                                                        ",20040702
A011090,"에넥스                                                                                              ","거래소         ","주권                                                        ",19950708
A011150,"CJ씨푸드                                                                                            ","거래소         ","주권                                                        ",19881126
A011155,"CJ씨푸드1우                                                                                         ","거래소         ","주권                                                        ",19900113
A011160,"두산건설                                                                                            ","거래소         ","주권                                                        ",19960130
A011170,"롯데케미칼                                                                                          ","거래소         ","주권                                                        ",19910530
A011200,"현대상선                                                                                            ","거래소         ","주권                                                        ",19951005
A011210,"현대위아                                                                                            ","거래소         ","주권                                                        ",20110221
A011230,"삼화전자                                                                                            ","거래소         ","주권                                                        ",19870525
A011280,"태림포장                                                                                            ","거래소         ","주권                                                        ",19881220
